ID,Seed,Levels,Wall_ins_thickness,Roof_ins_thickness,Ground_ins_thickness,Wnd_density_south,Wnd_density_north,Wnd_density_west,Wnd_density_east,Window_Option,Shading,Exterior_Surface,Form_factor,Windows,Walls,Win north area,Win south area,Win west area,Win east area,Wall area,Roof area,Ground area,imgName,Total CO2,MaterialCO2,OperationCO2,CO2 End of Life,Climate-location,Construction-preset,C3C4 MaterialCO2,D Material CO2,img
374,16045,2,0.17,0.25,0.1,0.44651,0.207795,0.172402,0.317406,1,0,3290.524444,2.056578,298.570979,992.181444,70.211318,150.870052,27.274715,50.214895,693.610465,1149.1715,1149.1715,s15671i374d10.jpg,1047800,413474.457377,634299.510908,33309.402011,0,1,7916.640639,-64050.7309,ID374.png
375,16046,4,0.17,0.25,0.1,0.279359,0.207795,0.172402,0.317406,1,0,2680.688412,1.67543,369.664027,1515.950958,125.188528,168.303048,26.811103,49.361348,1146.286931,582.368727,582.368727,s15671i375d72.jpg,1081200,422817.409177,658367.253534,31980.471994,0,1,7327.35477,-58283.617717,ID375.png
376,16047,2,0.17,0.25,0.1,0.279359,0.286159,0.172402,0.221891,1,0,5080.115147,3.175072,312.70015,1226.956588,118.340266,115.528239,34.46862,44.363024,914.256438,1926.57928,1926.57928,s15671i376d10.jpg,1634300,591105.989898,1043200,52003.426814,0,1,11906.246678,-90931.15638,ID376.png
377,16048,4,0.17,0.25,0.1,0.462208,0.286159,0.276887,0.221891,1,0,3399.701724,2.124814,562.257542,1682.477289,163.569373,264.199542,74.658759,59.829868,1120.219747,858.612218,858.612218,s15671i377d88.jpg,885180.596087,-27229.719734,912410.315821,16023.136749,1,3,257165.088128,-295385.52776,ID377.png
378,16049,2,0.17,0.25,0.1,0.462208,0.214523,0.276887,0.221891,1,0,3015.466314,1.884666,242.795054,807.235033,50.00347,107.736814,47.21651,37.83826,564.439979,1104.11564,1104.11564,s15671i378d14.jpg,586942.423639,61231.812352,525710.611287,15564.926712,1,3,167504.946179,-211461.511908,ID378.png
379,16050,4,0.17,0.25,0.1,0.295057,0.214523,0.276887,0.326377,1,0,2466.837185,1.541773,368.159662,1390.262652,117.213188,161.21625,41.184582,48.545643,1022.10299,538.287266,538.287266,s15671i379d88.jpg,592606.803483,-5053.913236,597660.716719,11823.145943,1,3,191902.509617,-221598.874261,ID379.png
380,16051,3,0.17,0.25,0.1,0.295057,0.214523,0.181373,0.326377,1,0,4468.6361,2.792898,361.359333,1420.536045,138.72855,116.259584,57.357965,49.013234,1059.176712,1524.050028,1524.050028,s15671i380d27.jpg,957245.587886,-30354.0854939999,987599.67338,22753.563003,1,3,307108.8024,-364383.470418,ID380.png
381,16052,4,0.17,0.25,0.1,0.477906,0.292887,0.181373,0.326377,1,0,3475.581094,2.172238,590.829084,1727.741485,169.467062,276.52096,51.738532,93.10253,1136.912402,873.919804,873.919804,s15671i381d100.jpg,936648.893069,-25600.936373,962249.829442,16246.486142,1,3,261032.00236,-299661.815463,ID381.png
382,16053,3,0.17,0.25,0.1,0.477906,0.292887,0.285858,0.230862,1,0,2848.57949,1.780362,370.820541,1098.678216,100.251835,163.581838,59.186905,47.799963,727.857675,874.950637,874.950637,s15671i382d27.jpg,927562.714959,175634.860695,751927.854264,12659.114808,0,2,31514.785028,-49397.384325,ID382.png
383,16054,4,0.17,0.25,0.1,0.310755,0.22125,0.285858,0.230862,1,0,2843.642511,1.777277,417.065767,1576.580417,140.992504,198.029357,43.17518,34.868726,1159.51465,633.531047,633.531047,s15671i383d100.jpg,922620.359928,160722.392835,761897.967093,10622.154678,0,2,33338.014691,-41198.89951,ID383.png
384,16055,3,0.17,0.25,0.1,0.310755,0.22125,0.285858,0.230862,1,0,2564.856341,1.603035,297.47575,1128.046494,87.337762,122.669223,48.389167,39.079597,830.570744,718.404924,718.404924,s15671i384d33.jpg,783143.450487,163550.604903,619592.845584,11185.317222,0,2,28420.675563,-44330.84869,ID384.png
385,16056,4,0.17,0.25,0.1,0.493604,0.22125,0.190343,0.230862,1,0,2586.505618,1.616566,492.707357,1500.72191,133.098549,296.939121,28.3205,34.349186,1008.014554,542.891854,542.891854,s15671i385d112.jpg,1219100,165948.325091,1053200,9619.365041,0,2,29255.021446,-37727.056222,ID385.png
386,16057,3,0.17,0.25,0.1,0.493604,0.299614,0.190343,0.335347,1,0,3271.12746,2.044455,428.698518,1219.55875,121.114126,199.53111,39.124154,68.929128,790.860232,1025.784355,1025.784355,s15671i386d33.jpg,1062900,189391.143329,873466.355766,14171.718916,0,2,35747.909894,-54568.103984,ID386.png
387,16058,4,0.17,0.25,0.1,0.326452,0.299614,0.190343,0.335347,1,0,3130.737386,1.956711,505.48224,1672.346679,196.74767,214.371505,34.167173,60.195894,1166.864438,729.195354,729.195354,s15671i387d112.jpg,1269100,494162.212295,774963.3106,41855.226483,1,0,9535.235619,-43096.297926,ID387.png
388,16059,3,0.17,0.25,0.1,0.326452,0.227978,0.294828,0.335347,1,0,2608.795203,1.630497,314.946835,1078.250605,74.632784,106.870176,62.431854,71.012021,763.30377,765.272299,765.272299,s15671i388d39.jpg,980897.444567,396968.208898,583929.235669,34155.148583,1,0,7960.72455,-44301.938118,ID388.png
389,16060,5,0.17,0.25,0.1,0.159301,0.227978,0.294828,0.239832,1,0,2738.690466,1.711682,358.871912,1672.563284,136.517629,95.392686,70.010545,56.951051,1313.691372,533.063591,533.063591,s15671i389d145.jpg,1201700,484454.581928,717265.425487,40449.399922,1,0,9525.00771,-42237.684801,ID389.png
390,16061,3,0.17,0.25,0.1,0.159301,0.227978,0.199313,0.239832,1,0,3713.901333,2.321188,271.80206,1348.641865,98.662315,85.327489,74.518097,13.294159,1076.839805,1182.629734,1182.629734,s15671i390d45.jpg,1393600,533347.06343,860293.875868,49784.940736,1,0,11212.589872,-57472.584222,ID390.png
391,16062,5,0.17,0.25,0.1,0.34215,0.156342,0.199313,0.239832,1,0,3229.766689,2.018604,482.432964,1990.33865,119.625046,261.796349,45.845724,55.165845,1507.905686,619.71402,619.71402,s15671i391d155.jpg,1347500,554524.79487,792976.877472,46206.197528,1,0,10764.943338,-45552.802516,ID391.png
392,16063,3,0.17,0.25,0.1,0.34215,0.156342,0.199313,0.344317,1,0,3151.027752,1.969392,346.796214,1363.778643,82.778479,181.158581,30.378939,52.480216,1016.982428,893.624555,893.624555,s15671i392d48.jpg,939644.011077,187520.889187,752123.12189,13010.883844,0,2,34213.333635,-50539.6,ID392.png
393,16064,5,0.17,0.25,0.1,0.174999,0.234706,0.303798,0.344317,1,0,3307.86865,2.067418,457.277692,2021.133847,194.61405,145.106318,55.103929,62.453395,1563.856155,643.367402,643.367402,s15671i393d125.jpg,1118200,178398.501429,939771.406024,12206.143205,0,2,41742.690524,-47424.539203,ID393.png
394,16065,3,0.17,0.25,0.1,0.174999,0.234706,0.303798,0.344317,1,0,3812.851734,2.383032,354.626659,1507.818707,131.911155,98.354368,58.293155,66.067982,1153.192048,1152.516513,1152.516513,s15671i394d51.jpg,1087100,206351.364238,880703.40177,15600.627772,0,2,41696.072722,-59464.753351,ID394.png
395,16066,2,0.17,0.25,0.1,0.174999,0.234706,0.303798,0.344317,1,0,4819.320909,3.012076,288.584996,1121.860234,69.864462,63.898461,75.7535,79.068573,833.275238,1848.730337,1848.730337,s15671i395d8.jpg,1222700,272555.842929,950187.132458,20503.294806,0,2,42899.387011,-76936.740012,ID395.png
396,16067,4,0.17,0.25,0.1,0.357848,0.163069,0.208283,0.248802,1,0,3221.110138,2.013194,442.516698,1736.918537,116.382293,255.395203,32.234213,38.504989,1294.401839,742.0958,742.0958,s15671i396d76.jpg,1063600,174353.006322,889274.770562,11836.900222,0,2,37868.49972,-45274.245222,ID396.png
397,16068,2,0.17,0.25,0.1,0.357848,0.163069,0.208283,0.248802,1,0,4357.212111,2.723258,255.463648,1032.308042,49.911329,109.527949,43.756077,52.268293,776.844394,1662.452034,1662.452034,s15671i397d10.jpg,1390100,532385.425091,857749.328179,48837.400943,1,0,11371.036965,-67640.341509,ID397.png
398,16069,4,0.17,0.25,0.1,0.190697,0.241433,0.208283,0.248802,1,0,2188.34321,1.367715,282.76421,1287.864141,111.912261,88.394231,37.574069,44.883649,1005.099931,450.239534,450.239534,s15671i398d76.jpg,875541.213145,376457.154133,499084.059012,29646.773668,1,0,7325.489827,-34508.182167,ID398.png
399,16070,2,0.17,0.25,0.1,0.190697,0.241433,0.312768,0.153287,1,0,3237.808588,2.02363,187.238154,837.73661,56.773334,44.842586,57.460815,28.161419,650.498456,1200.035989,1200.035989,s15671i399d10.jpg,1061800,416128.922394,645666.250794,36972.668295,1,0,8853.476075,-54041.824654,ID399.png
400,16071,4,0.17,0.25,0.1,0.373546,0.241433,0.312768,0.153287,1,0,3119.181898,1.949489,462.071236,1606.18972,142.315572,220.190703,66.817736,32.747226,1144.118483,756.496089,756.496089,s15671i400d80.jpg,1254000,491146.646985,762887.167729,42684.183247,1,0,9619.773678,-43763.306789,ID400.png
401,16072,2,0.17,0.25,0.1,0.373546,0.169797,0.217253,0.153287,1,0,4299.36372,2.687102,240.027393,1022.436498,49.720474,109.382726,47.44705,33.477143,782.409104,1638.463611,1638.463611,s15671i401d14.jpg,1417900,525170.844327,892769.286528,48325.367806,1,0,11281.816373,-66989.402581,ID401.png
402,16073,4,0.17,0.25,0.1,0.206395,0.169797,0.217253,0.257772,1,0,2597.889412,1.623681,303.856412,1538.282183,105.666084,128.440962,31.899925,37.849441,1234.42577,529.803615,529.803615,s15671i402d88.jpg,785880.985048,150977.589593,634903.395455,9563.723891,0,2,30584.55207,-37668.822474,ID402.png
403,16074,3,0.17,0.25,0.1,0.206395,0.248161,0.217253,0.257772,1,0,2880.721246,1.800451,270.926031,1174.102853,96.236216,80.039316,43.288476,51.362022,903.176822,853.309196,853.309196,s15671i403d27.jpg,843679.026091,168862.560968,674816.465123,12525.677165,0,2,32332.401057,-48984.505014,ID403.png
404,16075,4,0.17,0.25,0.1,0.389243,0.248161,0.321738,0.257772,1,0,3445.18907,2.153243,590.128558,1882.697578,191.20796,299.91203,54.968551,44.040016,1292.56902,781.245746,781.245746,s15671i404d100.jpg,1290200,192298.671488,1097900,12285.082921,0,2,39112.11422,-46653.79258,ID404.png
405,16076,3,0.17,0.25,0.1,0.389243,0.248161,0.321738,0.162257,1,0,3798.84302,2.374277,449.114007,1507.308272,136.446529,214.018054,65.577682,33.071742,1058.194266,1145.767374,1145.767374,s15671i405d30.jpg,1144500,211059.134933,933469.443049,15504.072046,0,2,40794.174282,-59068.8830719999,ID405.png
406,16077,4,0.17,0.25,0.1,0.222092,0.176525,0.321738,0.162257,1,0,3036.225121,1.897641,353.76625,1714.113624,109.069219,185.318453,42.630803,16.747775,1360.347373,661.055749,661.055749,s15671i406d104.jpg,927407.986957,166480.035766,760927.951191,11013.967023,0,2,35774.622321,-42529.510772,ID406.png
407,16078,3,0.17,0.25,0.1,0.222092,0.176525,0.226223,0.162257,1,0,3265.342589,2.040839,241.079886,1220.496794,69.840001,87.868294,48.54967,34.82192,979.416909,1022.422897,1022.422897,s15671i407d30.jpg,1269700,477920.131907,791741.292166,43975.305614,2,0,10042.627868,-52520.02449,ID407.png
408,16079,4,0.17,0.25,0.1,0.404941,0.254888,0.226223,0.162257,1,0,3277.976835,2.048736,478.878381,1659.675883,147.008834,233.552811,57.252657,41.064079,1180.797501,809.150476,809.150476,s15671i408d112.jpg,1410100,513673.708734,896442.411061,45037.918395,2,0,10057.857646,-45411.994694,ID408.png
409,16080,3,0.17,0.25,0.1,0.404941,0.254888,0.330708,0.266742,1,0,4120.854566,2.575534,453.7787,1422.297849,118.099023,187.623818,81.953745,66.102114,968.51915,1349.278358,1349.278358,s15671i409d33.jpg,1582600,569130.86831,1013500,53990.959705,2,0,11713.698794,-61681.401907,ID409.png
410,16081,5,0.17,0.25,0.1,0.23779,0.254888,0.330708,0.266742,1,0,3134.576162,1.95911,493.701909,1917.608372,192.521472,179.60668,67.295038,54.278719,1423.906464,608.483895,608.483895,s15671i410d140.jpg,1453900,540138.26119,913728.58858,44942.2878,2,0,10403.371748,-44858.592568,ID410.png
411,16082,3,0.17,0.25,0.1,0.23779,0.183252,0.330708,0.266742,1,0,3187.011057,1.991882,299.346271,1243.28447,74.849579,97.125554,70.504078,56.867061,943.938198,971.863294,971.863294,s15671i411d45.jpg,1252800,468855.126989,783957.785965,42121.082016,2,0,9657.238835,-50935.763015,ID411.png
412,16083,5,0.17,0.25,0.1,0.420639,0.183252,0.235193,0.171227,1,0,2296.151231,1.435095,437.245594,1547.922902,113.857729,261.350006,35.90097,26.136888,1110.677308,374.114164,374.114164,s15671i412d160.jpg,1011800,162956.769725,848884.628294,8964.508858,0,2,27626.408193,-36624.70311,ID412.png
413,16084,3,0.17,0.25,0.1,0.420639,0.261616,0.235193,0.171227,1,0,2827.154154,1.766971,405.761853,1289.758792,131.454758,216.783828,30.388829,27.134437,883.996939,768.697681,768.697681,s15671i413d48.jpg,899383.146325,184188.063942,715195.082383,11740.087874,0,2,30082.71409,-46112.786737,ID413.png
414,16085,5,0.17,0.25,0.1,0.253488,0.261616,0.235193,0.171227,1,0,3505.192967,2.190746,529.21136,2134.137059,229.96122,222.816342,44.231822,32.201976,1604.925699,685.527954,685.527954,s15671i414d170.jpg,1209800,184018.647327,1025800,12713.216015,0,2,43722.027497,-49062.269478,ID414.png
415,16086,3,0.17,0.25,0.1,0.253488,0.261616,0.339678,0.275712,1,0,3273.75933,2.0461,372.483893,1373.790104,131.020428,126.949633,63.208427,51.305405,1001.306211,949.984613,949.984613,s15671i415d48.jpg,978346.77336,192442.094798,785904.678562,13554.106196,0,2,35491.942205,-52401.686773,ID415.png
416,16087,5,0.17,0.25,0.1,0.253488,0.18998,0.339678,0.275712,1,0,2724.230114,1.702644,414.586282,1747.261202,116.090705,219.244513,55.726992,23.524072,1332.67492,488.484456,488.484456,s15671i416d135.jpg,937874.551929,165211.973578,772662.578351,10348.469249,0,2,33850.588808,-41264.782058,ID416.png
417,16088,4,0.17,0.25,0.1,0.436337,0.18998,0.244163,0.275712,1,0,2539.01597,1.586885,407.544113,1363.711302,94.710781,217.527135,44.761257,50.54494,956.167189,587.652334,587.652334,s15671i417d76.jpg,1137200,412826.379251,724359.235776,34510.953946,2,0,7974.833948,-38160.247672,ID417.png
418,16089,2,0.17,0.25,0.1,0.436337,0.268344,0.244163,0.275712,1,0,4437.852702,2.773658,328.179689,1057.698028,77.312397,125.712766,58.779745,66.374782,729.518339,1690.077337,1690.077337,s15671i418d10.jpg,1465400,536535.789257,928856.159364,49073.828492,2,0,11334.069028,-68205.955388,ID418.png
419,16090,4,0.17,0.25,0.1,0.269185,0.268344,0.244163,0.180197,1,0,3402.091872,2.126307,434.486002,1711.509903,169.154149,169.684748,55.032251,40.614855,1277.0239,845.290985,845.290985,s15671i419d72.jpg,1434500,534221.554299,900233.270299,47273.054021,2,0,10601.152913,-46863.136423,ID419.png
420,16091,2,0.17,0.25,0.1,0.269185,0.268344,0.348648,0.180197,1,0,3827.305562,2.392066,260.479692,974.161098,89.286672,89.566744,53.81319,27.813086,713.681406,1426.572232,1426.572232,s15671i420d10.jpg,1286500,478446.422215,808036.466312,42809.166891,2,0,10091.214301,-60709.482944,ID420.png
421,16092,4,0.17,0.25,0.1,0.452034,0.196707,0.348648,0.180197,1,0,2642.715736,1.651697,444.504895,1441.052723,104.111782,239.249156,66.680475,34.46348,996.547829,600.831506,600.831506,s15671i421d84.jpg,1202400,428874.735863,773519.870459,35390.764575,2,0,8191.018441,-38713.21921,ID421.png
422,16093,2,0.17,0.25,0.1,0.452034,0.196707,0.348648,0.284682,1,0,5109.448592,3.193405,421.532027,1308.428069,91.878175,211.136294,65.24389,53.273667,886.896043,1900.510261,1900.510261,s15671i422d12.jpg,1319600,295351.214004,1024200,21043.80383,0,2,44222.340122,-78676.441269,ID422.png
423,16094,4,0.17,0.25,0.1,0.284883,0.275071,0.253134,0.284682,1,0,3906.255337,2.44141,578.985649,2080.959525,234.710772,257.609061,41.60216,45.063655,1501.973877,912.647906,912.647906,s15671i423d88.jpg,1275200,201789.653582,1073400,13767.485193,0,2,44952.27882,-51668.765443,ID423.png
424,16095,2,0.17,0.25,0.1,0.284883,0.275071,0.253134,0.284682,1,0,3098.646728,1.936654,227.036106,824.130105,67.355822,69.758421,42.32348,47.598383,597.093999,1137.258311,1137.258311,s15671i424d16.jpg,810243.613748,197301.402623,612942.211125,13926.341427,0,2,28590.821707,-53926.063327,ID424.png
425,16096,4,0.17,0.25,0.1,0.467732,0.275071,0.253134,0.189167,1,0,2649.856172,1.65616,514.16903,1512.988635,157.886049,284.165899,44.893009,27.224073,998.819605,568.433769,568.433769,s15671i425d100.jpg,1139100,168728.08303,970351.969863,9884.344383,0,2,30004.542239,-38612.814707,ID425.png
426,16097,3,0.17,0.25,0.1,0.467732,0.203435,0.157619,0.189167,1,0,4534.344146,2.833965,499.133518,1698.189572,109.417436,268.643188,98.137187,22.935707,1199.056054,1418.077287,1418.077287,s15671i426d30.jpg,1340800,236532.717542,1104300,18239.96226,0,2,48646.124337,-68452.316597,ID426.png
427,16098,4,0.17,0.25,0.1,0.300581,0.203435,0.157619,0.189167,1,0,2506.077704,1.566299,332.740588,1417.530238,107.580598,171.136678,34.381649,19.641663,1084.78965,544.273733,544.273733,s15671i427d104.jpg,1050400,417718.203849,632695.937351,33980.307773,2,0,8156.290588,-37516.328905,ID427.png
428,16099,3,0.17,0.25,0.1,0.300581,0.281799,0.262104,0.189167,1,0,2912.883619,1.820552,299.881765,1121.834844,62.906192,134.195651,88.844648,13.935273,821.953079,895.524388,895.524388,s15671i428d33.jpg,1209600,432148.172585,777440.221184,38680.670335,2,0,8841.736514,-48236.038332,ID428.png
429,16100,4,0.17,0.25,0.1,0.48343,0.281799,0.262104,0.293652,1,0,2914.62749,1.821642,572.280207,1589.909109,175.531131,301.126007,45.097401,50.525668,1017.628903,662.35919,662.35919,s15671i429d108.jpg,1430400,462880.209772,967559.750087,37977.588377,2,0,8628.562517,-40541.799149,ID429.png
430,16101,3,0.17,0.25,0.1,0.48343,0.281799,0.262104,0.293652,1,0,3040.828717,1.900518,420.097022,1198.366854,117.169988,201.006685,48.067301,53.853047,778.269832,921.230931,921.230931,s15671i430d36.jpg,1213400,444140.105007,769245.078225,39115.809191,2,0,8826.931148,-48763.96626,ID430.png
431,16102,4,0.17,0.25,0.1,0.316279,0.210163,0.166589,0.293652,1,0,2720.556366,1.700348,380.668892,1490.503116,115.038719,187.073902,36.431862,42.124408,1109.834225,615.026625,615.026625,s15671i431d112.jpg,1170400,445260.221623,725164.135372,36932.1081,2,0,8662.179051,-39622.688443,ID431.png
432,16103,3,0.17,0.25,0.1,0.316279,0.210163,0.166589,0.198138,1,0,3048.399713,1.90525,284.786437,1208.622943,83.665048,125.909439,34.353061,40.858889,923.836507,919.888385,919.888385,s15671i432d39.jpg,877018.717008,175026.743182,701991.973826,13186.927842,0,2,34145.669436,-51254.1410529999,ID432.png
433,16104,5,0.17,0.25,0.1,0.499127,0.288526,0.166589,0.198138,1,0,3306.756185,2.066723,724.201112,2028.227353,211.56103,417.444189,83.550873,11.64502,1304.026241,639.264416,639.264416,s15671i433d145.jpg,1711800,197110.611514,1514700,12081.377888,0,2,39572.63194,-46808.59469,ID433.png
434,16105,3,0.17,0.25,0.1,0.499127,0.288526,0.271074,0.198138,1,0,3293.117299,2.058198,517.463166,1431.906443,164.47599,284.530166,39.549134,28.907876,914.443277,930.605428,930.605428,s15671i434d42.jpg,1219500,204479.6727,1015000,13357.083776,0,2,34339.23738,-51596.779164,ID434.png
435,16106,5,0.17,0.25,0.1,0.331976,0.288526,0.271074,0.302623,1,0,2870.512736,1.79407,564.765311,1846.523735,216.32443,248.901203,47.032889,52.50679,1281.758424,511.994501,511.994501,s15671i435d160.jpg,1204300,180889.539781,1023400,10621.70872,0,2,34383.759928,-42046.294741,ID435.png
436,16107,3,0.17,0.25,0.1,0.331976,0.21689,0.175559,0.302623,1,0,3640.320408,lut.52,381.488021,1438.612761,115.154273,176.257295,33.070541,57.005913,1057.12474,1100.853823,1100.853823,s15671i436d48.jpg,1053600,202100.822629,851454.572539,15049.484395,0,2,39670.420434,-57560.775956,ID436.png
437,16108,5,0.17,0.25,0.1,0.331976,0.21689,0.175559,0.302623,1,0,3731.667936,2.332292,595.442236,2217.196182,200.462452,306.831598,32.3626,55.785586,1621.753946,757.235877,757.235877,s15671i437d165.jpg,1688000,598541.382934,1089500,47687.547154,2,1,10306.960781,-77937.456221,ID437.png
438,16109,3,0.17,0.25,0.1,0.164825,0.295254,0.175559,0.207108,1,0,3113.288884,1.945806,283.656708,1292.139596,138.935266,77.560407,30.811984,36.34905,1008.482888,910.574644,910.574644,s15671i438d51.jpg,1216700,446516.220059,770136.02289,36927.05527,2,1,8398.132364,-66429.456117,ID438.png
439,16110,5,0.17,0.25,0.1,0.164825,0.295254,0.280044,0.207108,1,0,2754.292825,1.721433,388.689203,1662.296009,155.763154,128.566075,71.899832,32.460141,1273.606807,545.998408,545.998408,s15671i439d135.jpg,1242300,461999.791313,780338.947078,36164.082203,2,1,8075.44667,-64136.755174,ID439.png
440,16111,4,0.17,0.25,0.1,0.347674,0.295254,0.280044,0.207108,1,0,3623.544384,2.264715,537.907018,1772.843062,201.071061,236.769597,57.524141,42.542219,1234.936044,925.350661,925.350661,s15671i440d76.jpg,1514400,533766.461139,980682.050063,45087.547357,2,1,9524.596514,-69946.847194,ID440.png
441,16112,2,0.17,0.25,0.1,0.347674,0.223618,0.280044,0.207108,1,0,2861.391673,1.78837,212.730798,797.272403,49.258889,76.586176,49.947127,36.938607,584.541605,1032.059635,1032.059635,s15671i441d10.jpg,961945.488463,363955.856722,597989.631741,29971.981083,2,1,7125.261801,-58291.920525,ID441.png
442,16113,4,0.17,0.25,0.1,0.180523,0.223618,0.184529,0.311593,1,0,3124.758414,1.952974,375.577312,1781.813555,161.477765,130.358237,31.146992,52.594318,1406.236243,671.472429,671.472429,s15671i442d80.jpg,666135.351996,-23392.497942,689527.849938,14016.802944,1,3,240436.740165,-273735.253483,ID442.png
443,16114,2,0.17,0.25,0.1,0.180523,0.151982,0.184529,0.311593,1,0,4434.213262,2.771383,236.815717,1270.978403,69.159031,93.219348,37.579397,36.857942,1034.162686,1581.617429,1581.617429,s15671i443d12.jpg,828104.085144,62266.105888,765837.979256,21023.219302,1,3,241551.452061,-297970.778163,ID443.png
444,16115,4,0.17,0.25,0.1,0.363372,0.151982,0.289014,0.311593,1,0,2470.535564,1.544085,393.693498,1483.723786,92.47557,221.099137,38.553438,41.565352,1090.030288,493.405889,493.405889,s15671i444d84.jpg,656933.147582,3882.185743,653050.961839,11362.167719,1,3,187848.97918,-216364.814896,ID444.png
445,16116,2,0.17,0.25,0.1,0.363372,0.151982,0.289014,0.216078,1,0,3184.022392,1.990014,239.804498,937.017112,46.871264,112.064148,46.273372,34.595715,697.212614,1123.50264,1123.50264,s15671i445d12.jpg,606909.038621,60885.012524,546024.026097,15941.306845,1,3,177597.981313,-222079.752708,ID445.png
446,16117,4,0.17,0.25,0.1,0.196221,0.230345,0.289014,0.216078,1,0,3341.755193,2.088597,422.544015,1921.406866,183.920703,156.673505,46.891761,35.058046,1498.862852,710.174163,710.174163,s15671i446d92.jpg,703653.991645,-23965.075721,727619.067366,14641.398261,1,3,253356.070236,-287698.108277,ID446.png
447,16118,3,0.17,0.25,0.1,0.196221,0.230345,0.193499,0.216078,1,0,4096.377104,2.560236,308.966333,1465.834648,119.047542,101.411072,41.814285,46.693434,1156.868315,1315.271228,1315.271228,s15671i447d27.jpg,1605200,554580.184074,1050600,49753.914514,2,1,10829.912734,-81178.365742,ID447.png
448,16119,4,0.17,0.25,0.1,0.379069,0.158709,0.193499,0.320563,1,0,2600.556964,1.625348,399.969017,1500.511703,95.633844,228.416895,28.576554,47.341724,1100.542686,550.022631,550.022631,s15671i448d100.jpg,1108800,411680.493321,697110.574035,30514.121677,2,1,7026.285267,-56340.930901,ID448.png
449,16120,3,0.17,0.25,0.1,0.379069,0.158709,0.193499,0.320563,1,0,2593.514545,1.620947,274.912929,1041.768069,47.821943,114.220439,42.485833,70.384714,766.85514,775.873238,775.873238,s15671i449d30.jpg,1029900,378218.287676,651664.228088,31400.843098,2,1,7106.1173,-57186.716341,ID449.png
450,16121,4,0.17,0.25,0.1,0.211918,0.158709,0.297984,0.320563,1,0,3514.12158,2.196326,383.178701,1803.140689,104.040056,166.477505,59.450365,53.210774,1419.961987,855.490445,855.490445,s15671i450d104.jpg,1507200,529416.608247,977795.301094,43707.504813,2,1,9586.883528,-72149.315436,ID450.png
451,16122,3,0.17,0.25,0.1,0.211918,0.237073,0.297984,0.320563,1,0,4436.372062,2.772733,382.072555,1539.280274,131.411418,117.467956,64.165631,69.027549,1157.207719,1448.545894,1448.545894,s15671i451d33.jpg,1687700,589828.971647,1097900,53680.623734,2,1,11508.921414,-84941.533765,ID451.png
452,16123,4,0.17,0.25,0.1,0.394767,0.237073,0.297984,0.225048,1,0,2791.032435,1.744395,464.5394,1544.554746,109.052142,239.89384,98.512602,17.080817,1080.015346,623.238844,623.238844,s15671i452d100.jpg,728866.097458,-3114.124353,731980.221811,12996.434766,1,3,211198.126367,-243160.500064,ID452.png
453,16124,3,0.17,0.25,0.1,0.394767,0.165437,0.202469,0.225048,1,0,3105.663294,1.94104,302.256089,1197.527826,57.695746,137.674226,50.620544,56.265573,895.271737,954.067734,954.067734,s15671i453d36.jpg,657451.140864,3780.703995,653670.436869,16073.194584,1,3,217549.672566,-259836.69132,ID453.png
454,16125,5,0.17,0.25,0.1,0.227616,0.165437,0.202469,0.225048,1,0,3429.54306,2.143464,392.583002,1933.830391,99.795982,137.304162,73.635633,81.847225,1541.247389,747.856334,747.856334,s15671i454d140.jpg,771237.254636,-79182.664624,850419.91926,16857.59708,1,3,297214.127865,-336533.162493,ID454.png
455,16126,3,0.17,0.25,0.1,0.227616,0.165437,0.306954,0.329533,1,0,4167.839618,lut.49,353.685459,1415.760667,62.826237,98.147118,110.175305,82.536799,1062.075208,1376.039475,1376.039475,s15671i455d39.jpg,890012.7704,-20369.555728,910382.326128,21083.581876,1,3,286685.901154,-340076.320037,ID455.png
456,16127,5,0.17,0.25,0.1,0.410465,0.243801,0.306954,0.329533,1,0,3090.415144,1.931509,613.855116,1891.47999,163.240178,274.832611,84.773323,91.009004,1277.624874,599.467577,599.467577,s15671i456d155.jpg,933341.600033,-14280.469532,947622.069565,14534.321086,1,3,246640.240862,-281927.304211,ID456.png
457,16128,3,0.17,0.25,0.1,0.410465,0.243801,0.306954,0.329533,1,0,3607.71522,2.254822,452.837947,1394.439559,124.332139,209.326692,57.475686,61.703431,941.601613,1106.63783,1106.63783,s15671i457d45.jpg,1376400,497826.433977,878554.4771,42284.904241,2,1,9227.879671,-70446.570596,ID457.png
458,16129,5,0.17,0.25,0.1,0.410465,0.172164,0.211439,0.234018,1,0,2458.208178,1.53638,434.480657,1574.065076,100.147764,257.874245,49.085509,27.373139,1139.584418,442.071551,442.071551,s15671i458d165.jpg,1173300,421124.807068,752145.084067,30785.277223,2,1,7071.109531,-58186.954281,ID458.png
459,16130,3,0.17,0.25,0.1,0.243314,0.172164,0.211439,0.234018,1,0,2485.038323,1.553149,238.186329,1123.355782,69.0124,97.532728,34.004981,37.636221,885.169453,680.84127,680.84127,s15671i459d48.jpg,970187.818178,376136.68861,594051.129568,29381.744937,2,1,6919.579583,-57175.993829,ID459.png
