ID,Seed,Levels,Wall_ins_thickness,Roof_ins_thickness,Ground_ins_thickness,Wnd_density_south,Wnd_density_north,Wnd_density_west,Wnd_density_east,Window_Option,Shading,Exterior_Surface,Form_factor,Windows,Walls,Win north area,Win south area,Win west area,Win east area,Wall area,Roof area,Ground area,imgName,Total CO2,MaterialCO2,OperationCO2,CO2 End of Life,Climate-location,Construction-preset,C3C4 MaterialCO2,D Material CO2,img
2668,18339,3,0.17,0.25,0.1,0.450314,0.295761,0.280221,0.334525,1,0,3788.684566,2.367928,542.866784,1515.232057,173.69054,264.454527,47.735499,56.986217,972.365273,1136.726255,1136.726255,s15671i2668d48.jpg,1389400,518490.476662,870943.543362,43393.396374,1,1,9458.213184,-71987.931334,NumberSlider2668.png
2669,18340,2,0.17,0.25,0.1,0.450314,0.295761,0.184706,0.23901,1,0,5106.277008,3.191423,320.199327,1087.219137,82.448501,125.532912,48.917918,63.299996,767.01981,2009.528936,2009.528936,s15671i2669d8.jpg,1671500,580154.780403,1091300,52881.805133,2,1,11903.202215,-89949.417828,NumberSlider2669.png
2670,18341,4,0.17,0.25,0.1,0.283163,0.295761,0.184706,0.23901,1,0,2759.404645,1.724628,403.549804,1508.190509,160.120841,153.300572,39.288676,50.839716,1104.640705,625.607068,625.607068,s15671i2670d72.jpg,908939.49039,155945.458285,752994.032105,10501.947283,0,2,32659.296844,-40821.087153,NumberSlider2670.png
2671,18342,2,0.17,0.25,0.1,0.283163,0.224125,0.184706,0.23901,1,0,4410.389695,2.756494,260.71945,1089.11664,80.404479,101.584424,34.320139,44.410408,828.39719,1660.636527,1660.636527,s15671i2671d10.jpg,1066800,254305.450472,812536.974426,18796.753121,1,2,39561.510102,-70956.070068,NumberSlider2671.png
2672,18343,4,0.17,0.25,0.1,0.466012,0.224125,0.289191,0.23901,1,0,2449.316373,1.530823,476.300629,1446.442472,130.506687,271.356324,40.754713,33.682905,970.141843,501.43695,501.43695,s15671i2672d76.jpg,1303900,161190.584136,1142700,9162.399027,2,2,27630.455509,-36195.236181,NumberSlider2672.png
2673,18344,2,0.17,0.25,0.1,0.466012,0.152489,0.289191,0.343495,1,0,2827.250533,1.767032,270.456328,867.105034,41.34702,126.358332,46.96586,55.785116,596.648707,980.072749,980.072749,s15671i2673d12.jpg,621269.830342,64496.408202,556773.42214,14366.454181,0,3,157882.292255,-198627.400636,NumberSlider2673.png
2674,18345,4,0.17,0.25,0.1,0.298861,0.152489,0.289191,0.343495,1,0,3346.215038,2.091384,447.476684,1850.013775,115.846486,227.046361,47.803632,56.780205,1402.537091,748.100631,748.100631,s15671i2674d88.jpg,738210.633105,-26241.407662,764452.040767,14991.596546,1,3,254355.399783,-289688.454441,NumberSlider2674.png
2675,18346,2,0.17,0.25,0.1,0.298861,0.152489,0.193676,0.343495,1,0,4663.326833,2.914579,307.932096,1307.071124,76.630969,150.188264,29.245076,51.867787,999.139028,1678.127854,1678.127854,s15671i2675d12.jpg,920729.688229,71414.657437,849315.030792,21970.810829,2,3,248417.244821,-307333.532525,NumberSlider2675.png
2676,18347,4,0.17,0.25,0.1,0.48171,0.230852,0.193676,0.24798,1,0,2692.964932,1.683103,506.444999,1537.472878,142.247399,296.821501,29.5459,37.8302,1031.027879,577.746027,577.746027,s15671i2676d92.jpg,1261500,440625.894655,820856.318698,34837.208915,0,0,8171.591582,-38217.761328,NumberSlider2676.png
2677,18348,3,0.17,0.25,0.1,0.48171,0.230852,0.298161,0.24798,1,0,2532.41649,1.58276,345.194003,1066.641509,74.803288,156.088789,62.402129,51.899797,721.447506,732.887491,732.887491,s15671i2677d27.jpg,958384.224773,387461.774653,570922.45012,32794.152373,1,0,7648.548071,-43201.1391569999,NumberSlider2677.png
2678,18349,4,0.17,0.25,0.1,0.314559,0.159216,0.298161,0.24798,1,0,3597.535443,2.24846,434.473683,1771.273296,100.48697,224.744701,69.580019,39.661992,1336.799613,913.131074,913.131074,s15671i2678d96.jpg,1615700,559393.867957,1056300,50408.349821,2,0,11208.326207,-49043.608569,NumberSlider2678.png
2679,18350,3,0.17,0.25,0.1,0.314559,0.159216,0.298161,0.152465,1,0,3981.652084,2.488533,341.70973,1462.921395,83.184431,164.344948,62.315287,31.865065,1121.211665,1259.365344,1259.365344,s15671i2679d30.jpg,1453900,542117.849423,911805.60477,47894.508588,0,1,10455.925616,-78799.197838,NumberSlider2679.png
2680,18351,4,0.17,0.25,0.1,0.497408,0.159216,0.202646,0.152465,1,0,2719.648837,1.699781,424.973979,1468.69229,86.706863,270.880946,38.454252,28.931919,1043.718311,625.478273,625.478273,s15671i2680d104.jpg,1079400,420075.094095,659309.000989,32893.5252,1,1,7318.059346,-57186.185468,NumberSlider2680.png
2681,18352,3,0.17,0.25,0.1,0.497408,0.23758,0.202646,0.152465,1,0,2981.28792,1.863305,375.75913,1219.613063,99.572148,208.468429,38.643927,29.074625,843.853933,880.837428,880.837428,s15671i2681d33.jpg,1260800,425236.583603,835541.49505,35009.271998,2,1,7833.521474,-61880.263971,NumberSlider2681.png
2682,18353,4,0.17,0.25,0.1,0.330256,0.23758,0.202646,0.25695,1,0,3534.280925,2.208926,443.531202,1686.190136,123.021167,171.00986,65.917879,83.582296,1242.658935,924.045394,924.045394,s15671i2682d108.jpg,1122800,168445.105186,954344.227036,13679.713205,0,2,43314.103348,-51608.559576,NumberSlider2682.png
2683,18354,3,0.17,0.25,0.1,0.330256,0.165944,0.307131,0.25695,1,0,3754.5992,2.346625,359.75898,1368.66307,64.195221,127.759386,91.366134,76.438239,1008.904091,1192.968065,1192.968065,s15671i2683d36.jpg,1038700,198906.710939,839743.711581,15901.78978,1,2,41585.482627,-60563.8179,NumberSlider2683.png
2685,18356,3,0.17,0.25,0.1,0.163105,0.165944,0.211616,0.25695,1,0,3164.331344,1.977707,234.522413,1252.365143,67.076866,74.271982,47.350068,45.823497,1017.842729,955.983101,955.983101,s15671i2685d39.jpg,674713.394675,-4596.144427,679309.539102,16241.852849,0,3,225455.789969,-267813.784827,NumberSlider2685.png
2686,18357,5,0.17,0.25,0.1,0.163105,0.244308,0.211616,0.161435,1,0,2168.706835,1.355442,274.458909,1391.776539,105.630254,70.521137,55.765639,42.541879,1117.31763,388.465148,388.465148,s15671i2686d150.jpg,490406.37278,-12249.166393,502655.539173,11314.756884,1,3,188098.788302,-217688.804185,NumberSlider2686.png
2687,18358,3,0.17,0.25,0.1,0.345954,0.244308,0.211616,0.161435,1,0,2313.78195,1.446114,296.61798,1118.504476,98.964731,140.139941,32.624833,24.888475,821.886496,597.638737,597.638737,s15671i2687d45.jpg,592181.607292,29377.479846,562804.127446,11945.569899,2,3,163359.695191,-196279.352707,NumberSlider2687.png
2688,18359,5,0.17,0.25,0.1,0.345954,0.172671,0.316101,0.161435,1,0,3533.792949,2.208621,526.847961,2066.034317,140.96637,282.431765,68.477711,34.972115,1539.186356,733.879316,733.879316,s15671i2688d160.jpg,1564200,597009.29766,967230.618712,51743.625607,0,0,11631.685465,-48910.515197,NumberSlider2688.png
2689,18360,3,0.17,0.25,0.1,0.178803,0.172671,0.316101,0.265921,1,0,3538.211622,2.211382,292.197709,1456.967255,95.561945,110.548589,57.730122,28.357053,1164.769546,1040.622184,1040.622184,s15671i2689d48.jpg,1307700,521058.233438,786687.139284,46213.41205,1,0,10770.639709,-53866.420413,NumberSlider2689.png
2690,18361,5,0.17,0.25,0.1,0.178803,0.172671,0.316101,0.265921,1,0,2449.355925,1.530847,328.504977,1647.617772,113.070763,117.085907,53.413851,44.934456,1319.112795,400.869076,400.869076,s15671i2690d130.jpg,1102200,449599.652259,652594.959935,34421.219272,2,0,8663.576349,-38536.986374,NumberSlider2690.png
2691,18362,3,0.17,0.25,0.1,0.361652,0.251035,0.220586,0.265921,1,0,3079.829466,1.924893,362.103813,1247.873086,116.493825,167.825878,35.267975,42.516135,885.769273,915.97819,915.97819,s15671i2691d54.jpg,1141400,437853.495733,703510.378191,36308.225118,0,1,8117.559301,-63815.385944,NumberSlider2691.png
2692,18363,2,0.17,0.25,0.1,0.361652,0.251035,0.220586,0.170406,1,0,4331.543349,2.707215,269.313101,1048.598587,72.828204,104.919357,51.658631,39.906909,779.285486,1641.472381,1641.472381,s15671i2692d10.jpg,1369500,511343.578592,858111.179787,44781.7386859999,1,1,10307.403026,-79854.54037,NumberSlider2692.png
2693,18364,4,0.17,0.25,0.1,0.194501,0.179399,0.220586,0.170406,1,0,3372.244407,2.107653,306.053764,1609.95062,91.158414,98.832068,65.479549,50.583733,1303.896856,881.146894,881.146894,s15671i2693d80.jpg,1411300,503231.840687,908030.391946,43855.813952,2,1,9443.220738,-70255.824144,NumberSlider2693.png
2695,18366,4,0.17,0.25,0.1,0.37735,0.179399,0.325071,0.170406,1,0,2720.41776,1.700261,358.116492,1347.538755,71.088012,149.527179,90.211538,47.289762,989.422263,686.439503,686.439503,s15671i2695d84.jpg,838686.866044,147893.71236,690793.153684,11047.133177,1,2,33723.109173,-42764.133629,NumberSlider2695.png
2696,18367,2,0.17,0.25,0.1,0.37735,0.257763,0.229556,0.274891,1,0,4503.114916,2.814447,310.759886,1083.108471,74.122882,108.511528,58.30548,69.819995,772.348585,1710.003223,1710.003223,s15671i2696d12.jpg,1163100,260842.53715,902278.906638,19221.771989,2,2,39994.444876,-72423.433777,NumberSlider2696.png
2697,18368,4,0.17,0.25,0.1,0.210198,0.257763,0.229556,0.274891,1,0,3803.441446,2.377151,431.658459,1809.484882,174.755118,142.507956,52.05739,62.337994,1377.826423,996.978282,996.978282,s15671i2697d88.jpg,878745.30814,-64475.212607,943220.520747,18064.869936,0,3,298769.927837,-340708.742685,NumberSlider2697.png
2698,18369,2,0.17,0.25,0.1,0.210198,0.186127,0.229556,0.274891,1,0,3085.854317,1.928659,180.9206,821.492335,45.238171,51.088838,38.495622,46.097968,640.571735,1132.180991,1132.180991,s15671i2698d16.jpg,612562.562476,53533.000322,559029.562154,15933.063538,1,3,174881.393688,-219578.659546,NumberSlider2698.png
2699,18370,4,0.17,0.25,0.1,0.393047,0.186127,0.334042,0.179376,1,0,2597.04242,1.623152,398.387336,1410.948011,102.422404,216.287426,51.840091,27.837416,1012.560675,593.047205,593.047205,s15671i2699d96.jpg,730614.196922,-10191.120642,740805.317564,12503.370772,2,3,201419.058531,-232568.178897,NumberSlider2699.png
2700,18371,3,0.17,0.25,0.1,0.393047,0.186127,0.334042,0.179376,1,0,4159.359593,lut.96,425.244446,1522.713995,97.230695,205.323991,79.824892,42.864869,1097.469549,1318.322799,1318.322799,s15671i2700d30.jpg,1546500,583021.478817,963519.343587,54188.043203,0,0,11992.219127,-61389.024037,NumberSlider2700.png
2699,18370,4,0.17,0.25,0.1,0.393047,0.186127,0.334042,0.179376,1,0,2597.04242,1.623152,398.387336,1410.948011,102.422404,216.287426,51.840091,27.837416,1012.560675,593.047205,593.047205,s15671i2699d96.jpg,730614.196922,-10191.120642,740805.317564,12503.370772,2,3,201419.058531,-232568.178897,NumberSlider2699.png
2700,18371,3,0.17,0.25,0.1,0.393047,0.186127,0.334042,0.179376,1,0,4159.359593,lut.96,425.244446,1522.713995,97.230695,205.323991,79.824892,42.864869,1097.469549,1318.322799,1318.322799,s15671i2700d30.jpg,1546500,583021.478817,963519.343587,54188.043203,0,0,11992.219127,-61389.024037,NumberSlider2700.png
2701,18372,4,0.17,0.25,0.1,0.225896,0.26449,0.334042,0.179376,1,0,2562.736117,1.60171,357.106238,1442.715251,152.180532,129.974454,48.765077,26.186175,1085.609013,560.010433,560.010433,s15671i2701d104.jpg,1024200,425661.318876,598561.68326,34599.267855,1,0,8252.586686,-37963.454656,NumberSlider2701.png
2702,18373,3,0.17,0.25,0.1,0.225896,0.26449,0.238527,0.283861,1,0,2910.048029,1.81878,280.937658,1119.162448,94.061268,80.335913,48.647304,57.893174,838.22479,895.442791,895.442791,s15671i2702d33.jpg,1174100,431834.057394,742262.502407,38817.569944,2,0,8896.870534,-48306.915681,NumberSlider2702.png
2703,18374,4,0.17,0.25,0.1,0.408745,0.192854,0.238527,0.283861,1,0,2864.670832,1.790419,456.680879,1570.563353,113.113592,239.738683,47.409039,56.419565,1113.882474,647.053739,647.053739,s15671i2703d112.jpg,1185600,441894.792783,743696.306735,34147.957812,0,1,7618.423215,-59375.867811,NumberSlider2703.png
2704,18375,3,0.17,0.25,0.1,0.408745,0.192854,0.343012,0.283861,1,0,2771.32634,1.732079,334.685812,1093.875126,62.376051,132.202966,76.663547,63.443248,759.189314,838.725607,838.725607,s15671i2704d36.jpg,1019600,396954.40184,622684.026461,33209.574925,1,1,7406.69134,-58785.008238,NumberSlider2704.png
2705,18376,4,0.17,0.25,0.1,0.408745,0.192854,0.343012,0.283861,1,0,2545.07285,1.590671,423.872073,1390.839319,92.083248,195.165907,74.757242,61.865677,966.967246,577.116765,577.116765,s15671i2705d116.jpg,1138600,399089.048759,739554.278015,30634.573091,2,1,6846.940783,-54093.21662,NumberSlider2705.png
2706,18377,3,0.17,0.25,0.1,0.241594,0.271218,0.343012,0.188346,1,0,3168.365324,1.980228,318.417755,1225.597138,105.25694,93.760116,77.077735,42.322964,907.179383,971.384093,971.384093,s15671i2706d39.jpg,931995.679911,180439.636847,751556.043064,13684.76552,0,2,35295.883682,-52951.348876,NumberSlider2706.png
2707,18378,5,0.17,0.25,0.1,0.241594,0.271218,0.247497,0.188346,1,0,3183.479671,1.989675,501.03311,2009.04834,222.764757,198.432992,45.335155,34.500205,1508.01523,587.215666,587.215666,s15671i2707d155.jpg,1017300,181568.045927,835775.181719,11567.586678,1,2,39097.672051,-45241.28171,NumberSlider2707.png
2708,18379,3,0.17,0.25,0.1,0.424443,0.199582,0.247497,0.188346,1,0,3511.986188,2.194991,399.054348,1380.61789,104.136452,221.462866,41.712033,31.742997,981.563542,1065.684149,1065.684149,s15671i2708d45.jpg,1066900,199472.010831,867378.757039,14668.508117,2,2,38212.893537,-56246.495617,NumberSlider2708.png
2709,18380,5,0.17,0.25,0.1,0.424443,0.199582,0.247497,0.292831,1,0,2756.111489,1.72257,550.574431,1809.912275,146.893855,312.39334,41.81406,49.473177,1259.337844,473.099607,473.099607,s15671i2709d160.jpg,1011700,6762.96695,1004900,12757.85511,0,3,216424.205157,-248312.472617,NumberSlider2709.png
2710,18381,3,0.17,0.25,0.1,0.257292,0.199582,0.151982,0.292831,1,0,3409.206369,2.130754,289.920237,1280.382355,85.306648,109.973366,32.336284,62.303939,990.462118,1064.412007,1064.412007,s15671i2710d48.jpg,726038.618589,-6498.307811,732536.9264,17445.386427,1,3,238842.896999,-284042.131193,NumberSlider2710.png
2711,18382,5,0.17,0.25,0.1,0.257292,0.277946,0.151982,0.292831,1,0,3538.081204,2.211301,589.241053,2255.740887,269.109828,249.112402,24.265421,46.753402,1666.499834,641.170158,641.170158,s15671i2711d155.jpg,1016400,-24510.090808,1040900,15632.631349,2,3,280473.111769,-316946.478069,NumberSlider2711.png
2712,18383,3,0.17,0.25,0.1,0.44014,0.277946,0.256467,0.197316,1,0,3474.27921,2.171425,390.102579,1262.629483,108.971429,172.561583,61.360841,47.208727,872.526904,1105.824863,1105.824863,s15671i2712d51.jpg,1317900,494536.089838,823335.065014,45626.344968,0,0,10113.540349,-54389.487212,NumberSlider2712.png
2713,18384,5,0.17,0.25,0.1,0.44014,0.206309,0.256467,0.197316,1,0,2670.736086,1.66921,495.053975,1688.584654,119.854064,255.696639,67.5403,51.962971,1193.53068,491.075716,491.075716,s15671i2713d130.jpg,1201400,469801.02929,731628.303129,37486.360765,1,0,8835.224467,-40514.134841,NumberSlider2713.png
2714,18385,4,0.17,0.25,0.1,0.272989,0.206309,0.256467,0.197316,1,0,3552.030744,2.220019,395.756435,1678.848419,119.990358,158.771655,66.122361,50.872061,1283.091984,936.591163,936.591163,s15671i2714d76.jpg,1481700,549456.73633,932257.47765,50812.867337,2,0,11164.325354,-49463.152795,NumberSlider2714.png
2715,18386,2,0.17,0.25,0.1,0.272989,0.206309,0.160952,0.301801,1,0,2624.256452,1.64016,183.834911,778.197133,47.11296,62.340031,25.871066,48.510854,594.362222,923.029659,923.029659,s15671i2715d10.jpg,864352.184186,341951.633193,522400.550993,27607.86488,0,1,6668.068284,-55440.975723,NumberSlider2715.png
2716,18387,4,0.17,0.25,0.1,0.455838,0.284673,0.160952,0.301801,1,0,3044.213539,1.902633,459.117193,1451.034241,123.922962,204.834418,59.609871,70.749941,991.917048,796.589649,796.589649,s15671i2716d80.jpg,1236900,453387.298773,783477.654513,38789.629852,1,1,8173.174008,-60840.137512,NumberSlider2716.png
2717,18388,2,0.17,0.25,0.1,0.455838,0.284673,0.160952,0.301801,1,0,4071.289162,2.544556,378.747113,1147.38142,116.089895,185.891068,26.700334,50.065815,768.634307,1461.953871,1461.953871,s15671i2717d10.jpg,1299900,492462.933337,807468.555442,40764.364,2,1,9487.298201,-74555.818928,NumberSlider2717.png
2718,18389,4,0.17,0.25,0.1,0.288687,0.213037,0.265437,0.301801,1,0,2586.533225,1.616583,360.629157,1395.290926,114.143551,154.676246,42.961858,48.847502,1034.661768,595.621149,595.621149,s15671i2718d84.jpg,858110.638738,152334.801582,705775.837156,10140.384759,0,2,31155.036667,-39637.066741,NumberSlider2718.png
2719,18390,2,0.17,0.25,0.1,0.288687,0.213037,0.265437,0.206286,1,0,3105.96799,1.94123,224.24685,912.637491,63.843502,86.514509,41.577,32.311839,688.390641,1096.66525,1096.66525,s15671i2719d12.jpg,768363.182143,199003.362056,569359.820087,13616.737496,1,2,28584.269193,-52800.166023,NumberSlider2719.png
2720,18391,4,0.17,0.25,0.1,0.471536,0.213037,0.265437,0.206286,1,0,3114.776107,1.946735,500.430884,1593.371988,124.725306,276.06687,56.066364,43.572344,1092.941104,760.70206,760.70206,s15671i2720d92.jpg,1118800,169034.756128,949771.54038,11920.005164,2,2,36909.100001,-45571.908406,NumberSlider2720.png
2721,18392,3,0.17,0.25,0.1,0.471536,0.291401,0.169922,0.206286,1,0,3842.570931,2.401607,492.481824,1493.193238,159.445653,258.0101,33.887047,41.139024,1000.711415,1174.688846,1174.688846,s15671i2721d27.jpg,941137.523829,11566.725738,929570.798091,18768.313581,0,3,254832.604775,-302927.936292,NumberSlider2721.png
2722,18393,4,0.17,0.25,0.1,0.304385,0.291401,0.169922,0.310771,1,0,2809.809318,1.756131,422.643141,1489.612316,163.610224,170.900214,31.154358,56.978345,1066.969174,660.098501,660.098501,s15671i2722d96.jpg,673486.17656,-16138.475041,689624.651601,13424.452505,1,3,217191.045455,-250130.169959,NumberSlider2722.png
2723,18394,3,0.17,0.25,0.1,0.304385,0.219765,0.274407,0.310771,1,0,2716.260111,1.697663,301.956578,1099.987288,71.615603,99.191127,61.499977,69.649871,798.030711,808.136411,808.136411,s15671i2723d27.jpg,666652.5364,14815.213709,651837.322691,14292.126151,2,3,191174.802851,-229615.229114,NumberSlider2723.png
2724,18395,4,0.17,0.25,0.1,0.487234,0.219765,0.274407,0.310771,1,0,3330.571771,2.081607,542.84699,1628.474544,119.737732,265.466998,73.923039,83.719221,1085.627554,851.048613,851.048613,s15671i2724d100.jpg,1457000,512003.648898,945031.530427,45807.692964,0,0,9981.830047,-46164.637438,NumberSlider2724.png
2725,18396,3,0.17,0.25,0.1,0.487234,0.219765,0.274407,0.215256,1,0,4197.963314,2.623727,443.582216,1413.251213,98.664407,218.74595,70.706652,55.465206,969.668997,1392.35605,1392.35605,s15671i2725d30.jpg,1536700,576146.01265,960555.263643,55321.74776,1,0,11942.766835,-62900.449567,NumberSlider2725.png
2726,18397,4,0.17,0.25,0.1,0.487234,0.298128,0.178892,0.215256,1,0,2865.722367,1.791076,539.854316,1562.232763,176.781661,288.915683,33.657631,40.49934,1022.378447,651.744802,651.744802,s15671i2726d112.jpg,1350800,458480.927102,892303.305747,37604.422558,2,0,8581.715509,-40264.058198,NumberSlider2726.png
2727,18398,3,0.17,0.25,0.1,0.320082,0.298128,0.178892,0.215256,1,0,2899.234067,1.812021,317.813272,1175.332928,114.67489,123.119515,36.31817,43.700697,857.519656,861.950569,861.950569,s15671i2727d36.jpg,1074100,414960.022006,659134.964723,34526.337446,0,1,7771.724679,-61656.122094,NumberSlider2727.png
2728,18399,4,0.17,0.25,0.1,0.320082,0.226492,0.178892,0.215256,1,0,3896.52559,2.435328,524.151551,2016.204856,188.428035,266.289589,31.513983,37.919945,1492.053305,940.160367,940.160367,s15671i2728d112.jpg,1507100,579663.42995,927466.8257,47303.873918,1,1,10255.346731,-76160.36611,NumberSlider2728.png
2729,18400,3,0.17,0.25,0.1,0.152931,0.226492,0.283377,0.319741,1,0,4606.703722,2.87919,361.267346,1676.038621,145.960248,98.554819,54.856445,61.895835,1314.771274,1465.332551,1465.332551,s15671i2729d39.jpg,1763100,617214.415871,1145900,55195.911972,2,1,11989.897044,-88966.519547,NumberSlider2729.png
2730,18401,5,0.17,0.25,0.1,0.152931,0.226492,0.283377,0.319741,1,0,2980.200692,1.862625,409.131119,1940.758884,178.325034,120.408068,51.870873,58.527144,1531.627765,519.720904,519.720904,s15671i2730d150.jpg,952926.412484,172729.712572,780196.699912,10812.212582,0,2,36619.658134,-42778.916382,NumberSlider2730.png
2731,18402,3,0.17,0.25,0.1,0.33578,0.154856,0.187862,0.319741,1,0,3569.682059,2.231051,332.209651,1340.167507,70.984568,159.553289,42.491796,59.179997,1007.957857,1114.757276,1114.757276,s15671i2731d42.jpg,973719.66772,193024.804565,780694.863155,15137.323046,1,2,39635.701056,-57939.291235,NumberSlider2731.png
2732,18403,5,0.17,0.25,0.1,0.33578,0.154856,0.187862,0.224226,1,0,2292.443958,1.432777,353.956679,1507.315492,85.529081,185.455996,37.824957,45.146645,1153.358813,392.564233,392.564233,s15671i2732d160.jpg,856490.664606,155276.38007,701214.284536,9168.69424,2,2,28683.579224,-37385.493449,NumberSlider2732.png
2733,18404,3,0.17,0.25,0.1,0.168629,0.23322,0.187862,0.224226,1,0,2648.280059,1.655175,212.962273,1049.486903,74.671429,53.991016,38.430467,45.869361,836.524631,799.396578,799.396578,s15671i2733d45.jpg,574309.870524,2578.165363,571731.705161,14217.077501,0,3,192357.402902,-230574.942712,NumberSlider2733.png
2734,18405,5,0.17,0.25,0.1,0.168629,0.23322,0.292347,0.224226,1,0,3111.683942,1.944802,425.792462,1998.677486,183.851328,132.933307,61.691391,47.316436,1572.885024,556.503228,556.503228,s15671i2734d125.jpg,687696.013099,-29181.039761,716877.05286,14290.44773,1,3,255157.19097,-289339.609781,NumberSlider2734.png
2735,18406,3,0.17,0.25,0.1,0.351478,0.23322,0.292347,0.328711,1,0,4199.340186,2.624588,437.369813,1467.743686,118.067125,177.935106,66.545134,74.822449,1030.373873,1365.79825,1365.79825,s15671i2735d48.jpg,983108.542637,-9297.801478,992406.344115,20950.306033,2,3,283284.437231,-336400.706202,NumberSlider2735.png
2736,18407,2,0.17,0.25,0.1,0.351478,0.161584,0.292347,0.328711,1,0,3056.063255,1.91004,241.294916,875.682849,45.828566,99.686667,45.085809,50.693874,634.387933,1090.190203,1090.190203,s15671i2736d8.jpg,999442.354355,399913.740253,599528.614102,34300.82496,0,0,8302.906911,-50874.053201,NumberSlider2736.png
2737,18408,4,0.17,0.25,0.1,0.184327,0.161584,0.196832,0.328711,1,0,2559.606895,1.599754,274.506852,1398.513419,83.640085,95.412587,35.750542,59.703639,1124.006566,580.546738,580.546738,s15671i2737d76.jpg,1015400,423675.359782,591756.757118,35702.480667,1,0,8505.71165599999,-38714.822902,NumberSlider2737.png
2739,18410,4,0.17,0.25,0.1,0.367176,0.239947,0.301317,0.233196,1,0,4287.825607,2.679891,590.521732,1996.790734,158.001952,268.938043,103.182731,60.399006,1406.269002,1145.517437,1145.517437,s15671i2739d72.jpg,1732800,615040.207574,1117800,54230.251155,0,1,11222.31492,-80013.239524,NumberSlider2739.png
2740,18411,2,0.17,0.25,0.1,0.367176,0.239947,0.301317,0.233196,1,0,2812.402125,1.757751,222.059923,772.140439,51.882997,79.393126,51.176861,39.60694,550.080515,1020.130843,1020.130843,s15671i2740d12.jpg,897853.203742,355982.445749,541870.757993,29483.899246,1,1,6986.030167,-57178.924741,NumberSlider2740.png
2741,18412,4,0.17,0.25,0.1,0.200025,0.168311,0.301317,0.233196,1,0,2382.324332,1.488953,267.010938,1311.186964,84.483535,100.401989,46.295935,35.82948,1044.176026,535.568684,535.568684,s15671i2741d84.jpg,974854.173036,381102.429703,593751.743333,29577.597462,2,1,6801.561161,-54662.961657,NumberSlider2741.png
2742,18413,2,0.17,0.25,0.1,0.200025,0.168311,0.205803,0.337682,1,0,5268.186526,3.292617,250.580496,1177.691646,45.582638,79.311419,39.583505,86.102934,927.11115,2045.24744,2045.24744,s15671i2742d14.jpg,1330800,286808.8159,1044000,22319.681072,0,2,47072.643393,-83343.604448,NumberSlider2742.png
2743,18414,4,0.17,0.25,0.1,0.382873,0.246675,0.205803,0.337682,1,0,3866.415081,2.416509,539.268125,1785.377688,155.076982,240.700724,54.335892,89.154527,1246.109563,1040.518697,1040.518697,s15671i2743d88.jpg,1189700,180424.871785,1009300,14913.18517,1,2,47082.744372,-55728.680049,NumberSlider2743.png
2744,18415,3,0.17,0.25,0.1,0.382873,0.246675,0.205803,0.337682,1,0,2612.167287,1.632605,313.018762,1055.055041,75.42607,117.071595,45.638039,74.883058,742.036279,778.556123,778.556123,s15671i2744d27.jpg,815416.892362,164002.18749,651414.704872,11717.188902,2,2,29230.29247,-46190.049336,NumberSlider2744.png
2745,18416,4,0.17,0.25,0.1,0.215722,0.246675,0.310288,0.242167,1,0,2757.94041,1.723713,356.740168,1481.633546,143.87708,125.823398,48.886111,38.15358,1124.893377,638.153432,638.153432,s15671i2745d100.jpg,643751.615212,-21266.101362,665017.716574,13208.870623,0,3,216749.186536,-249115.257134,NumberSlider2745.png
2746,18417,3,0.17,0.25,0.1,0.215722,0.175039,0.310288,0.242167,1,0,2587.012173,1.616883,238.114802,1070.221205,62.255904,76.725755,55.678435,43.454707,832.106404,758.395484,758.395484,s15671i2746d30.jpg,563421.708882,9644.340161,553777.368721,13756.520425,1,3,186374.540467,-223515.204334,NumberSlider2746.png
2747,18418,4,0.17,0.25,0.1,0.215722,0.175039,0.310288,0.242167,1,0,2424.295985,1.515185,302.59547,1426.091187,98.867575,121.846906,45.98871,35.892279,1123.495717,499.102399,499.102399,s15671i2747d104.jpg,576365.804764,-7408.894042,583774.698806,11451.794242,2,3,190986.628849,-219659.410998,NumberSlider2747.png
2748,18419,3,0.17,0.25,0.1,0.398571,0.253403,0.214773,0.346652,1,0,3086.60572,1.929129,363.694567,1172.401632,84.100055,186.272567,54.705526,38.616419,808.707065,957.102044,957.102044,s15671i2748d33.jpg,1189700,450641.51545,739020.893277,40474.783124,0,0,9118.337704,-49911.65168,NumberSlider2748.png
2749,18420,4,0.17,0.25,0.1,0.398571,0.253403,0.214773,0.346652,1,0,3157.885963,1.973679,542.303806,1706.856064,176.777377,278.049076,33.464428,54.012925,1164.552259,725.514949,725.514949,s15671i2749d100.jpg,1294400,499648.207334,794797.772136,41706.647957,1,0,9505.473752,-42982.190378,NumberSlider2749.png
2750,18421,3,0.17,0.25,0.1,0.23142,0.253403,0.319258,0.346652,1,0,2857.620063,1.786013,331.08959,1247.518231,117.933036,107.702367,50.558026,54.896161,916.42864,805.050916,805.050916,s15671i2750d33.jpg,1133500,435443.032186,698009.905987,36757.554528,2,0,8691.475752,-46111.4794,NumberSlider2750.png
2751,18422,5,0.17,0.25,0.1,0.23142,0.181766,0.319258,0.346652,1,0,2598.914363,1.624321,401.720509,1739.888257,127.723595,162.61417,53.400361,57.982383,1338.167748,429.513053,429.513053,s15671i2751d150.jpg,1195800,449232.078189,746542.974736,31529.046583,0,1,7488.940259,-62309.739158,NumberSlider2751.png
